Time(secs), Persons Detected, Crowd Density (persons per pixel), Violation Count
162.45523589999993,6,1.3563368055555555e-05,0
162.87037099999998,5,1.1302806712962962e-05,0
163.2368552999999,5,1.1302806712962962e-05,0
163.6052540999999,5,1.1302806712962962e-05,0
163.99885249999988,5,1.1302806712962962e-05,1
164.38129149999986,5,1.1302806712962962e-05,1
164.7453764999998,5,1.1302806712962962e-05,0
165.13382389999992,4,9.04224537037037e-06,0
165.50673529999995,5,1.1302806712962962e-05,0
165.8596746999999,4,9.04224537037037e-06,0
166.27060429999983,4,9.04224537037037e-06,0
166.62584849999985,5,1.1302806712962962e-05,0
166.9949102999999,5,1.1302806712962962e-05,0
167.40941359999988,5,1.1302806712962962e-05,0
167.77327059999993,5,1.1302806712962962e-05,0
168.14373279999995,5,1.1302806712962962e-05,0
168.5206705999999,7,1.5823929398148147e-05,0
168.8859719999998,7,1.5823929398148147e-05,0
169.25805849999983,7,1.5823929398148147e-05,0
169.65744229999996,7,1.5823929398148147e-05,0
170.04868549999992,7,1.5823929398148147e-05,0
170.43177229999992,7,1.5823929398148147e-05,0
170.8207943,7,1.5823929398148147e-05,0
171.19311659999994,7,1.5823929398148147e-05,0
171.57338529999993,7,1.5823929398148147e-05,0
171.97320479999985,6,1.3563368055555555e-05,0
172.340866,6,1.3563368055555555e-05,0
172.69619449999982,6,1.3563368055555555e-05,0
173.07480629999986,6,1.3563368055555555e-05,0
173.46587179999983,6,1.3563368055555555e-05,0
173.82755959999986,6,1.3563368055555555e-05,0
174.1903974999998,6,1.3563368055555555e-05,0
174.6133762999998,5,1.1302806712962962e-05,1
174.99154409999983,6,1.3563368055555555e-05,0
